prime_word,target_word,TargetAccuracy,RTRecogniseTarget
WEEK,WELCOME,1,1862
EVERYDAY,CEREMONY,1,1656
WHISPER,CRACKLE,1,3841
WINGS,HAWK,1,1554
WOODS,HONEY,1,1584
WRITER,YEARLY,1,3166
OUTRAGEOUS,ABSURD,1,2717
REVIEW,ADJECTIVE,1,2482
LUST,ADORE,1,2144
ENGAGE,AGAIN,1,2371
FORESIGHT,ALGEBRA,1,2671
MAGNET,ALTER,1,1951
FUSS,AMBULANCE,1,3349
RELEASE,ANCHOR,1,1912
PRECISE,ANSWER,1,2276
MANSION,APARTMENT,1,2447
NASTY,APPEARANCE,1,2150
INSTANT,APPENDAGE,1,4460
TEAPOT,APPLIANCE,1,2241
CREATIVE,ARCHITECTURE,1,2618
COOKING,ARMY,1,2391
SMOKING,ASHTRAY,1,1578
DETERGENT,ASLEEP,1,2375
SMALL,ATTENDANCE,1,2807
PERFORMANCE,AUDIENCE,1,1859
PRESENCE,AWFUL,1,1865
TEST,FLUNK,1,1700
DOCUMENT,BASSINET,0,1607
DEODORANT,BEACH,1,2597
MATTRESS,BEDROOM,1,1664
SIBLING,BELONG,1,1687
SEAFOOD,CONFERENCE,1,2814
ARENA,BOG,1,2610
SLIMY,BROOM,1,2158
CERAMICS,BULLET,1,2266
BUGGY,BUNCH,1,1556
COMPLICATED,BURDEN,1,1783
CAREER,BUTLER,1,1796
HIGHWAY,CHECKING,1,2478
RAW,CHILI,0,2201
CONE,CIRCLE,1,1851
BUILDER,TOOL,1,1445
TRANQUIL,COMFORT,1,1815
BIT,COMPASS,1,1800
KID,COMPOUND,1,2359
PROFESSION,CONTENT,1,2590
SHIP,COVERED,1,2339
BETTER,CROCHET,1,2955
RECTANGLE,CUBE,1,1858
AGENT,CUSS,1,2692
FORCE,CYLINDER,1,2117
SLOW,DART,1,2704
REST,DASH,1,1939
BETRAY,DECEPTION,1,2951
DISSOLVE,DECOMPOSE,1,2675
CLOWN,DEPRESSED,1,3444
TREASON,DETECTIVE,1,1810
POPULAR,DIGESTION,1,2923
REFRAIN,DIRECTION,1,2129
LIPS,DISCUSSION,1,2384
CREATE,DISPLAY,1,2970
SNORKEL,DOWNSTREAM,1,2879
LOTTERY,DUE,1,2126
BRA,DUNK,1,2255
HUGE,DWARVES,1,2612
CELL,EARNESTNESS,1,2774
BRACELET,EARRING,1,1845
ODD,EQUAL,1,1843
SCALPEL,ERECT,1,3141
SCHEME,EXHAUSTED,1,2129
TRUTHFUL,EXPRESS,1,2095
FIGURE,FACTOR,1,3218
CHORUS,FAITH,1,2230
FRIENDLY,FANCY,1,1858
TULIP,FARMER,1,1804
HEAVY,FAT,1,1959
FELT,FAULT,1,3177
FAMINE,FEED,1,2715
ZUCCHINI,FIN,1,1899
LID,FIREMAN,1,2217
HOSTILITY,FIST,0,2229
CHAMPAGNE,FLASK,1,1726
BOOKBAG,FOLD,1,2337
STRIVE,FOOLISH,1,1976
MESSAGE,FORM,1,1573
FACE,FRIENDLINESS,1,2597
SPEAKER,FRIGID,1,2313
THIEF,FRISK,1,1584
SPACE,GALAXY,1,1758
LOAF,GAMBLE,1,1609
COMPASSION,GHOUL,1,2087
SHE,CHILDREN,1,1457
PLAZA,GOODS,1,2458
WRITE,GRAFT,1,3104
FEMALE,GROOM,1,1931
ORDINARY,GUIDE,1,1076
HORMONES,GUY,1,1887
SAILOR,HARBOR,1,1726
KITTEN,HAT,1,1978
TIMID,HEIGHTS,1,2386
CHASE,HER,1,1444
TRUCK,HIGH,1,2265
PENNY,HOBO,1,2096
DROP,HOLD,1,1947
DIAMOND,HOOK,1,2155
ARIGHT,HORROR,1,1729
RIBS,HUNGRY,1,1055
EMPLOYER,INCOME,1,2663
ALLERGY,INJECTION,1,2068
BRITANNICA,INSTRUCT,1,3325
CRUDE,INSTRUMENT,1,2729
FACTS,IVY,1,3894
COMMERCIAL,JOKER,1,2091
MEDIA,JOURNAL,1,1982
DISPERSE,JOURNEY,1,1875
RODENT,JOY,1,1892
BANANA,JUICE,1,2729
PREJUDICE,LADDER,1,2414
WASH,LAUNDRY,1,1755
LOTS,LESS,1,1886
ASSOCIATE,LESSON,1,1987
GOVERNOR,LIBEL,1,3203
CREW,LUCK,1,2457
FRAGRANCE,LUNCH,1,2341
RELAX,MACHINE,1,2743
BANK,MAILBOX,1,1993
QUARTER,MALL,1,2243
SILVERWARE,MAYBE,1,2923
CAFETERIA,MEAL,1,1792
SINCE,MEASURE,1,2232
VULNERABLE,MEEK,1,2127
HALL,MILE,1,2465
DELICIOUS,MINTS,1,2222
RASPBERRY,MIX,1,2694
OWE,MORTGAGE,1,1824
PEAS,MUSHROOM,1,1559
KEYBOARD,MUSIC,1,1664
TELLER,NINE,1,3106
DOZE,NOISY,1,2877
HITCH,NUT,1,2611
BLOSSOM,QUIT,1,1572
BREAD,OMELET,1,1879
MASH,ONION,1,1906
NITROGEN,OXYGEN,1,1824
CANVASS,PAD,1,2606
SLEIGH,PADDY,1,3272
WOMAN,PAL,1,2409
BUN,PANCAKES,1,1851
CLINIC,PANE,1,2960
CARNIVAL,PARADE,1,1819
NOTEBOOK,PARAGRAPH,1,1991
BOND,PEBBLE,1,1916
PANTYHOSE,PEPSI,1,3197
BLUEJAY,PIGEON,1,1611
MEADOW,PLANT,1,2279
CLOTHES,PLEDGE,1,2437
TONIC,POCKET,1,2440
BUREAU,POLYESTER,1,2416
DRIVER,POP,1,3679
CLUMSY,PORK,1,2923
BLOOM,POT,1,2834
FILE,POUND,1,2790
INTEGRITY,PRESIDENT,1,2698
ORCHARD,PRODUCE,1,2090
RIDICULOUS,PRODUCTION,0,1578
LAWYER,PROSECUTE,1,2327
PIECES,PROTEIN,1,2368
STANDARDS,PROVISION,1,2289
TIGER,PUFF,1,3253
COPIER,QUARREL,1,2420
SAMPLE,RECIPE,1,2769
OUTDOORS,RECREATION,1,1790
AFTERNOON,REPRESS,1,2372
CAB,ROAD,1,2318
SPATULA,ROOT,1,2405
BUTTER,RYE,1,2092
ANTELOPE,SALES,1,2337
DISGUST,SCARED,1,1957
DIGIT,SCHEDULE,1,1927
HORRIBLE,SCRAMBLE,1,2350
ARMOR,SCRATCH,1,2074
OWNER,SELLER,1,1904
OVERVIEW,SENTRY,1,3147
SUEDE,SERPENT,1,2406
THINGS,SEVERAL,1,3326
GENDER,SEX,1,2104
IMPACT,SHATTER,1,1909
BUCK,SHEEP,1,2109
SACK,SHEETS,1,2449
LAP,SHOE,1,2068
TRIGGER,SHOOTING,1,1937
STEEL,SICK,1,1908
CORK,SIDEWALK,1,2097
MASK,PUSH,1,1612
NUCLEAR,SLAY,1,2264
NEW,SLEEPY,1,2123
SURF,SNEAKER,1,2679
BAY,SOAK,1,1611
KIDS,SON,1,2381
SNACK,SPIN,1,1945
BOXING,SPLINTER,1,2300
FINAL,SPONGE,1,2140
SWEET,SPREE,1,3235
BEGIN,START,1,2267
ARGUE,STINGY,1,2170
HEADBAND,STOCKING,1,1578
OCEAN,STREAM,1,2288
SEA,SURVEY,1,2216
HINGE,TERROR,1,1608
TYLENOL,THERAPY,1,2097
WARMTH,THERMOMETER,1,2212
NEWS,THINK,1,2066
UNION,THRIFT,1,3871
CRY,TICKLE,1,3629
STEPS,TIDE,1,1571
SUPER,TINY,1,1726
ISSUE,TOPIC,1,1712
VERDICT,TOWER,1,1606
REMORSE,TRAGEDY,1,1845
PLANE,TRANSPORTATION,1,2913
HEDGE,TREES,1,2152
PASS,TRICYCLE,1,2404
CHIPMUNK,TUG,1,2588
ELK,UNICORN,1,2453
ELIMINATION,UNUSED,1,2825
APATHETIC,UPSET,1,2288
INTERSTATE,VEER,1,2583
SHIRT,VEST,1,2182
ALUMINUM,VICTIM,1,2848
MAFIA,VIOLENCE,1,1602
BACTERIA,VIRUS,1,2127
REPUBLICAN,CONVENT,1,2945
MARROW,VOICE,1,2660
OFTEN,VOLCANO,1,2139
GRATE,VOYAGE,1,1992
ABDUCT,WAGE,1,2798
SLEEVE,WARDROBE,1,1607
CONCENTRATE,WART,1,2669
RAPID,WATERFALL,0,1784
BUCKLE,WEAR,1,2971
WELCOME,WEEK,1,1796
CEREMONY,EVERYDAY,1,1865
CRACKLE,WHISPER,1,1605
HAWK,WINGS,1,2744
HONEY,WOODS,1,1557
YEARLY,WRITER,1,2129
ABSURD,OUTRAGEOUS,1,1195
ADJECTIVE,REVIEW,1,3911
ADORE,LUST,1,1374
AGAIN,ENGAGE,1,2483
ALGEBRA,FORESIGHT,1,3995
ALTER,MAGNET,0,1848
AMBULANCE,FUSS,1,4162
ANCHOR,RELEASE,1,1359
ANSWER,PRECISE,1,2627
APARTMENT,MANSION,1,4798
APPEARANCE,NASTY,1,1292
APPENDAGE,INSTANT,1,1987
APPLIANCE,TEAPOT,1,2328
ARCHITECTUR,CREATIVE,1,1196
ARMY,COOKING,1,1948
ASHTRAY,SMOKING,1,2088
ASLEEP,DETERGENT,1,1613
ATTENDANCE,SMALL,1,1567
AUDIENCE,PERFORMANCE,1,1221
AWFUL,PRESENCE,1,2116
FLUNK,TEST,1,996
BASSINET,DOCUMENT,1,1474
BEACH,DEODORANT,1,1712
BEDROOM,MATTRESS,1,1335
BELONG,SIBLING,1,1277
CONFERENCE,SEAFOOD,1,1228
BOG,ARENA,1,1574
BROOM,SLIMY,1,2439
BULLET,CERAMICS,1,3494
BUNCH,BUGGY,1,2663
BURDEN,COMPLICATED,1,1227
BUTLER,CAREER,1,2797
CHECKING,HIGHWAY,1,1123
CHILI,RAW,1,1087
CIRCLE,CONE,1,1826
TOOL,BUILDER,1,1352
COMFORT,TRANQUIL,1,1067
COMPASS,BIT,1,2340
COMPOUND,KID,1,1229
CONTENT,PROFESSION,1,2637
COVERED,SHIP,1,1803
CROCHET,BETTER,1,2868
CUBE,RECTANGLE,1,2121
CUSS,AGENT,1,1423
CYLINDER,FORCE,1,1701
DART,SLOW,1,965
DASH,REST,1,1098
DECEPTION,BETRAY,1,3116
DECOMPOSE,DISSOLVE,1,1567
DEPRESSED,CLOWN,1,1231
DETECTIVE,TREASON,1,2967
DIGESTION,POPULAR,1,1981
DIRECTION,REFRAIN,1,3402
DISCUSSION,LIPS,1,1157
DISPLAY,CREATE,1,1653
DOWNSTREAM,SNORKEL,1,2137
DUE,LOTTERY,1,1357
DUNK,BRA,1,1317
DWARVES,HUGE,1,1877
EARNESTNESS,CELL,1,2795
EARRING,BRACELET,1,1567
EQUAL,ODD,1,5211
ERECT,SCALPEL,1,4395
EXHAUSTED,SCHEME,1,3644
EXPRESS,TRUTHFUL,1,1160
FACTOR,FIGURE,1,1838
FAITH,CHORUS,1,1606
FANCY,FRIENDLY,1,1572
FARMER,TULIP,1,4330
FAT,HEAVY,1,1285
FAULT,FELT,1,3313
FEED,FAMINE,1,5329
FIN,ZUCCHINI,1,3694
FIREMAN,LID,1,1203
FIST,HOSTILITY,1,2359
FLASK,CHAMPAGNE,1,2332
FOLD,BOOKBAG,1,3754
FOOLISH,STRIVE,1,2400
FORM,MESSAGE,1,2635
FRIENDLINES,FACE,1,1601
FRIGID,SPEAKER,1,1318
FRISK,THIEF,1,3276
GALAXY,SPACE,1,1787
GAMBLE,LOAF,1,2704
GHOUL,COMPASSION,1,2448
CONVENT,REPUBLICAN,0,1280
GOODS,PLAZA,1,1081
GRAFT,WRITE,1,3993
GROOM,FEMALE,1,1992
GUIDE,ORDINARY,1,1164
GUY,HORMONES,1,1313
HARBOR,SAILOR,1,1734
HAT,KITTEN,0,1278
HEIGHTS,TIMID,1,2211
HER,CHASE,1,1675
HIGH,TRUCK,1,1283
HOBO,PENNY,1,2828
HOLD,DROP,1,1408
HOOK,DIAMOND,1,3324
HORROR,ARIGHT,1,6787
HUNGRY,RIBS,1,1279
INCOME,EMPLOYER,1,1069
INJECTION,ALLERGY,1,2630
INSTRUCT,BRITANNICA,1,5344
INSTRUMENT,CRUDE,1,1698
IVY,FACTS,1,1959
JOKER,COMMERCIAL,1,1249
JOURNAL,MEDIA,1,1312
JOURNEY,DISPERSE,1,3141
JOY,RODENT,1,2394
JUICE,BANANA,1,1808
LADDER,PREJUDICE,1,1593
LAUNDRY,WASH,1,535
LESS,LOTS,1,2369
LESSON,ASSOCIATE,1,5218
LIBEL,GOVERNOR,1,1059
LUCK,CREW,1,1051
LUNCH,FRAGRANCE,1,2679
MACHINE,RELAX,1,1451
MAILBOX,BANK,1,977
MALL,QUARTER,1,1220
MAYBE,SILVERWARE,1,1276
MEAL,CAFETERIA,1,2626
MEASURE,SINCE,1,2932
MEEK,VULNERABLE,1,1218
MILE,HALL,1,1898
MINTS,DELICIOUS,1,1098
MIX,RASPBERRY,1,4148
MORTGAGE,OWE,1,1164
MUSHROOM,PEAS,1,1180
MUSIC,KEYBOARD,1,1336
NINE,TELLER,1,2279
NOISY,DOZE,1,2873
NUT,HITCH,1,3800
CHILDREN,SHE,1,1211
OMELET,BREAD,1,1125
ONION,MASH,1,544
OXYGEN,NITROGEN,1,1131
PAD,CANVASS,1,8860
PADDY,SLEIGH,1,1739
PAL,WOMAN,1,1159
PANCAKES,BUN,1,535
PANE,CLINIC,1,1094
PARADE,CARNIVAL,1,1133
PARAGRAPH,NOTEBOOK,1,1352
PEBBLE,BOND,1,2261
PEPSI,PANTYHOSE,1,3642
PIGEON,BLUEJAY,1,2230
PLANT,MEADOW,1,2128
PLEDGE,CLOTHES,1,1203
POCKET,TONIC,1,3452
POLYESTER,BUREAU,1,2276
POP,DRIVER,1,1444
PORK,CLUMSY,1,1088
POT,BLOOM,1,1792
POUND,FILE,1,1412
PRESIDENT,INTEGRITY,1,2084
PRODUCE,ORCHARD,1,2477
PRODUCTION,RIDICULOUS,1,3407
PROSECUTE,LAWYER,1,1151
PROTEIN,PIECES,1,3793
PROVISION,STANDARDS,1,2393
PUFF,TIGER,1,2374
QUARREL,COPIER,1,3266
RECIPE,SAMPLE,1,1353
RECREATION,OUTDOORS,1,1183
REPRESS,AFTERNOON,1,8435
ROAD,CAB,1,1059
ROOT,SPATULA,1,1397
RYE,BUTTER,1,1624
SALES,ANTELOPE,1,3631
SCARED,DISGUST,1,1584
SCHEDULE,DIGIT,1,5179
SCRAMBLE,HORRIBLE,1,2178
SCRATCH,ARMOR,1,2451
SELLER,OWNER,1,1068
SENTRY,OVERVIEW,1,3185
SERPENT,SUEDE,1,3395
SEVERAL,THINGS,1,1253
SEX,GENDER,1,1085
SHATTER,IMPACT,1,1663
SHEEP,BUCK,1,1685
SHEETS,SACK,1,1924
SHOE,LAP,1,1343
SHOOTING,TRIGGER,1,1310
SICK,STEEL,1,3377
SIDEWALK,CORK,1,3958
QUIT,BLOSSOM,1,1215
SLAY,NUCLEAR,1,1192
SLEEPY,NEW,1,1264
SNEAKER,SURF,1,1061
SOAK,BAY,1,1205
SON,KIDS,1,1052
SPIN,SNACK,1,1192
SPLINTER,BOXING,1,1961
SPONGE,FINAL,1,1467
SPREE,SWEET,0,1175
START,BEGIN,1,1088
STINGY,ARGUE,1,3918
STOCKING,HEADBAND,1,2315
STREAM,OCEAN,1,1237
SURVEY,SEA,1,1487
TERROR,HINGE,1,2455
THERAPY,TYLENOL,1,3442
THERMOMETER,WARMTH,1,2952
THINK,NEWS,1,1285
THRIFT,UNION,1,1263
TICKLE,CRY,1,3781
TIDE,STEPS,1,2400
TINY,SUPER,1,1678
TOPIC,ISSUE,1,1068
TOWER,VERDICT,1,2649
TRAGEDY,REMORSE,1,735
TRANSPORTAT,PLANE,1,995
TREES,HEDGE,1,1359
TRICYCLE,PASS,1,2977
TUG,CHIPMUNK,1,7259
UNICORN,ELK,1,2145
UNUSED,ELIMINATION,1,1250
UPSET,APATHETIC,1,1734
VEER,INTERSTATE,1,2666
VEST,SHIRT,1,1466
VICTIM,ALUMINUM,1,3173
VIOLENCE,MAFIA,1,2163
VIRUS,BACTERIA,1,1835
PUSH,MASK,1,2361
VOICE,MARROW,0,2390
VOLCANO,OFTEN,1,3183
VOYAGE,GRATE,1,2083
WAGE,ABDUCT,0,1115
WARDROBE,SLEEVE,1,1937
WART,CONCENTRATE,1,2652
WATERFALL,RAPID,1,1110
WEAR,BUCKLE,1,1489
WEEK,WELCOME,1,1135
EVERYDAY,CEREMONY,1,2472
WHISPER,CRACKLE,1,1786
WINGS,HAWK,1,1051
WOODS,HONEY,1,1769
WRITER,YEARLY,1,1228
OUTRAGEOUS,ABSURD,1,1110
REVIEW,ADJECTIVE,1,1655
LUST,ADORE,1,1111
ENGAGE,AGAIN,1,1152
FORESIGHT,ALGEBRA,1,1067
MAGNET,ALTER,1,1337
FUSS,AMBULANCE,1,1052
RELEASE,ANCHOR,1,1109
PRECISE,ANSWER,1,1052
MANSION,APARTMENT,1,1382
NASTY,APPEARANCE,1,1145
INSTANT,APPENDAGE,1,2655
TEAPOT,APPLIANCE,1,1751
CREATIVE,ARCHITECTURE,1,1304
COOKING,ARMY,1,1283
SMOKING,ASHTRAY,1,1205
DETERGENT,ASLEEP,1,535
SMALL,ATTENDANCE,1,1962
PERFORMANCE,AUDIENCE,1,1736
PRESENCE,AWFUL,1,1430
TEST,FLUNK,1,1196
DOCUMENT,BASSINET,1,2084
DEODORANT,BEACH,1,1313
MATTRESS,BEDROOM,1,1250
SIBLING,BELONG,1,1051
SEAFOOD,CONFERENCE,1,1841
ARENA,BOG,1,2241
SLIMY,BROOM,1,1273
CERAMICS,BULLET,1,6807
BUGGY,BUNCH,1,1975
COMPLICATED,BURDEN,1,1346
CAREER,BUTLER,1,1867
HIGHWAY,CHECKING,1,2459
RAW,CHILI,0,2804
CONE,CIRCLE,1,2381
BUILDER,TOOL,1,1221
TRANQUIL,COMFORT,1,1249
BIT,COMPASS,1,1129
KID,COMPOUND,1,1815
PROFESSION,CONTENT,1,1686
SHIP,COVERED,1,1785
BETTER,CROCHET,1,1244
RECTANGLE,CUBE,1,1358
AGENT,CUSS,1,1862
FORCE,CYLINDER,1,1906
SLOW,DART,1,1300
REST,DASH,1,1807
BETRAY,DECEPTION,1,1128
DISSOLVE,DECOMPOSE,1,1967
CLOWN,DEPRESSED,1,2759
TREASON,DETECTIVE,1,1229
POPULAR,DIGESTION,1,2350
REFRAIN,DIRECTION,0,1768
LIPS,DISCUSSION,1,1749
CREATE,DISPLAY,1,1345
SNORKEL,DOWNSTREAM,1,2150
LOTTERY,DUE,1,1862
BRA,DUNK,1,1586
HUGE,DWARVES,1,1439
CELL,EARNESTNESS,1,4762
BRACELET,EARRING,1,1282
ODD,EQUAL,1,1135
SCALPEL,ERECT,1,2274
SCHEME,EXHAUSTED,1,1830
TRUTHFUL,EXPRESS,1,1377
FIGURE,FACTOR,1,1181
CHORUS,FAITH,1,1896
FRIENDLY,FANCY,1,1193
TULIP,FARMER,1,918
HEAVY,FAT,1,1051
FELT,FAULT,1,1625
FAMINE,FEED,1,1051
ZUCCHINI,FIN,1,1874
LID,FIREMAN,1,1685
HOSTILITY,FIST,1,1678
CHAMPAGNE,FLASK,1,2384
BOOKBAG,FOLD,1,1725
STRIVE,FOOLISH,1,1983
MESSAGE,FORM,1,1056
FACE,FRIENDLINESS,1,3116
SPEAKER,FRIGID,1,3272
THIEF,FRISK,1,2383
SPACE,GALAXY,1,1051
LOAF,GAMBLE,1,1649
COMPASSION,GHOUL,1,1326
SHE,CHILDREN,1,1032
PLAZA,GOODS,1,1765
WRITE,GRAFT,1,2779
FEMALE,GROOM,1,1203
ORDINARY,GUIDE,1,1731
HORMONES,GUY,1,1841
SAILOR,HARBOR,1,1300
KITTEN,HAT,1,1220
TIMID,HEIGHTS,1,2131
CHASE,HER,1,1111
TRUCK,HIGH,1,1263
PENNY,HOBO,1,1836
DROP,HOLD,1,1306
DIAMOND,HOOK,1,1324
ARIGHT,HORROR,1,1753
RIBS,HUNGRY,0,1125
EMPLOYER,INCOME,1,1733
ALLERGY,INJECTION,1,1423
BRITANNICA,INSTRUCT,1,1260
CRUDE,INSTRUMENT,1,1378
FACTS,IVY,1,1899
COMMERCIAL,JOKER,1,1272
MEDIA,JOURNAL,1,1784
DISPERSE,JOURNEY,1,1294
RODENT,JOY,1,517
BANANA,JUICE,1,1381
PREJUDICE,LADDER,1,1084
WASH,LAUNDRY,1,1124
LOTS,LESS,1,535
ASSOCIATE,LESSON,1,1477
GOVERNOR,LIBEL,1,2804
CREW,LUCK,1,815
FRAGRANCE,LUNCH,1,1371
RELAX,MACHINE,1,1264
BANK,MAILBOX,1,1426
QUARTER,MALL,1,1858
SILVERWARE,MAYBE,1,1202
CAFETERIA,MEAL,1,1164
SINCE,MEASURE,1,1370
VULNERABLE,MEEK,1,535
HALL,MILE,1,2401
DELICIOUS,MINTS,0,2352
RASPBERRY,MIX,1,1823
OWE,MORTGAGE,1,1260
PEAS,MUSHROOM,1,1321
KEYBOARD,MUSIC,1,1212
TELLER,NINE,1,1198
DOZE,NOISY,1,1342
HITCH,NUT,1,1289
BLOSSOM,QUIT,1,1414
BREAD,OMELET,1,1576
MASH,ONION,1,1117
NITROGEN,OXYGEN,1,1568
CANVASS,PAD,1,1464
SLEIGH,PADDY,1,1708
WOMAN,PAL,1,1379
BUN,PANCAKES,1,1111
CLINIC,PANE,1,2457
CARNIVAL,PARADE,1,1109
NOTEBOOK,PARAGRAPH,1,1489
BOND,PEBBLE,1,1883
PANTYHOSE,PEPSI,1,1754
BLUEJAY,PIGEON,1,1141
MEADOW,PLANT,1,1267
CLOTHES,PLEDGE,1,1589
TONIC,POCKET,1,1636
BUREAU,POLYESTER,1,1716
DRIVER,POP,1,996
CLUMSY,PORK,1,1276
BLOOM,POT,1,1900
FILE,POUND,1,2914
INTEGRITY,PRESIDENT,1,1573
ORCHARD,PRODUCE,1,1384
RIDICULOUS,PRODUCTION,1,2358
LAWYER,PROSECUTE,1,2265
PIECES,PROTEIN,1,1851
STANDARDS,PROVISION,1,1713
TIGER,PUFF,1,1891
COPIER,QUARREL,1,2369
SAMPLE,RECIPE,1,1644
OUTDOORS,RECREATION,1,1052
AFTERNOON,REPRESS,1,1892
CAB,ROAD,1,1274
SPATULA,ROOT,1,1653
BUTTER,RYE,1,1158
ANTELOPE,SALES,1,536
DISGUST,SCARED,1,1163
DIGIT,SCHEDULE,1,996
HORRIBLE,SCRAMBLE,1,2292
ARMOR,SCRATCH,1,1101
OWNER,SELLER,1,3438
OVERVIEW,SENTRY,1,1156
SUEDE,SERPENT,1,1929
THINGS,SEVERAL,1,1094
GENDER,SEX,1,1095
IMPACT,SHATTER,1,1361
BUCK,SHEEP,1,1325
SACK,SHEETS,1,1346
LAP,SHOE,1,1113
TRIGGER,SHOOTING,1,1194
STEEL,SICK,1,1586
CORK,SIDEWALK,1,1680
MASK,PUSH,1,1074
NUCLEAR,SLAY,1,1867
NEW,SLEEPY,1,1951
SURF,SNEAKER,1,2765
BAY,SOAK,1,1851
KIDS,SON,1,1221
SNACK,SPIN,1,1332
BOXING,SPLINTER,1,1833
FINAL,SPONGE,1,2275
SWEET,SPREE,1,1051
BEGIN,START,1,1970
ARGUE,STINGY,1,1375
HEADBAND,STOCKING,1,1234
OCEAN,STREAM,1,1167
SEA,SURVEY,1,1140
HINGE,TERROR,1,1343
TYLENOL,THERAPY,1,1307
WARMTH,THERMOMETER,1,1871
NEWS,THINK,1,1332
UNION,THRIFT,0,3234
CRY,TICKLE,1,1574
STEPS,TIDE,1,1266
SUPER,TINY,1,1171
ISSUE,TOPIC,1,1139
VERDICT,TOWER,1,1771
REMORSE,TRAGEDY,1,1354
PLANE,TRANSPORTATION,1,1583
HEDGE,TREES,1,1467
PASS,TRICYCLE,1,1745
CHIPMUNK,TUG,1,2878
ELK,UNICORN,1,1051
ELIMINATION,UNUSED,1,2369
APATHETIC,UPSET,1,997
INTERSTATE,VEER,1,1659
SHIRT,VEST,1,1213
ALUMINUM,VICTIM,1,2785
MAFIA,VIOLENCE,1,1321
BACTERIA,VIRUS,1,1220
REPUBLICAN,CONVENT,1,2263
MARROW,VOICE,1,1410
OFTEN,VOLCANO,1,970
GRATE,VOYAGE,1,1494
ABDUCT,WAGE,1,1336
SLEEVE,WARDROBE,1,1091
CONCENTRATE,WART,1,2352
RAPID,WATERFALL,1,1718
BUCKLE,WEAR,1,1155
WELCOME,WEEK,1,1764
CEREMONY,EVERYDAY,1,1677
CRACKLE,WHISPER,1,1340
HAWK,WINGS,1,1247
HONEY,WOODS,1,949
YEARLY,WRITER,1,1747
ABSURD,OUTRAGEOUS,1,996
ADJECTIVE,REVIEW,1,1642
ADORE,LUST,1,818
AGAIN,ENGAGE,1,535
ALGEBRA,FORESIGHT,1,1130
ALTER,MAGNET,1,879
AMBULANCE,FUSS,1,1136
ANCHOR,RELEASE,1,947
ANSWER,PRECISE,1,1702
APARTMENT,MANSION,1,1163
APPEARANCE,NASTY,1,797
APPENDAGE,INSTANT,1,1610
APPLIANCE,TEAPOT,1,840
ARCHITECTUR,CREATIVE,1,971
ARMY,COOKING,0,1260
ASHTRAY,SMOKING,1,996
ASLEEP,DETERGENT,1,844
ATTENDANCE,SMALL,1,907
AUDIENCE,PERFORMANCE,1,930
AWFUL,PRESENCE,1,788
FLUNK,TEST,1,860
BASSINET,DOCUMENT,1,933
BEACH,DEODORANT,1,536
BEDROOM,MATTRESS,1,884
BELONG,SIBLING,1,1997
CONFERENCE,SEAFOOD,1,964
BOG,ARENA,1,889
BROOM,SLIMY,1,883
BULLET,CERAMICS,1,1568
BUNCH,BUGGY,0,1681
BURDEN,COMPLICATED,1,842
BUTLER,CAREER,1,916
CHECKING,HIGHWAY,1,1068
CHILI,RAW,1,851
CIRCLE,CONE,1,886
TOOL,BUILDER,1,901
COMFORT,TRANQUIL,1,809
COMPASS,BIT,1,1373
COMPOUND,KID,1,900
CONTENT,PROFESSION,1,926
COVERED,SHIP,1,882
CROCHET,BETTER,1,1304
CUBE,RECTANGLE,1,1103
CUSS,AGENT,1,890
CYLINDER,FORCE,1,912
DART,SLOW,1,881
DASH,REST,1,743
DECEPTION,BETRAY,1,2222
DECOMPOSE,DISSOLVE,1,727
DEPRESSED,CLOWN,1,851
DETECTIVE,TREASON,1,545
DIGESTION,POPULAR,1,852
DIRECTION,REFRAIN,1,544
DISCUSSION,LIPS,1,2638
DISPLAY,CREATE,1,1144
DOWNSTREAM,SNORKEL,1,845
DUE,LOTTERY,1,542
DUNK,BRA,1,807
DWARVES,HUGE,1,758
EARNESTNESS,CELL,1,806
EARRING,BRACELET,1,934
EQUAL,ODD,1,1204
ERECT,SCALPEL,1,1157
EXHAUSTED,SCHEME,1,1181
EXPRESS,TRUTHFUL,1,921
FACTOR,FIGURE,1,1273
FAITH,CHORUS,1,1701
FANCY,FRIENDLY,1,968
FARMER,TULIP,1,540
FAT,HEAVY,1,805
FAULT,FELT,1,1262
FEED,FAMINE,1,1052
FIN,ZUCCHINI,1,927
FIREMAN,LID,1,1082
FIST,HOSTILITY,1,945
FLASK,CHAMPAGNE,0,931
FOLD,BOOKBAG,0,914
FOOLISH,STRIVE,1,785
FORM,MESSAGE,1,855
FRIENDLINES,FACE,1,1051
FRIGID,SPEAKER,1,909
FRISK,THIEF,1,1233
GALAXY,SPACE,1,902
GAMBLE,LOAF,1,935
GHOUL,COMPASSION,1,1190
CONVENT,REPUBLICAN,1,998
GOODS,PLAZA,1,833
GRAFT,WRITE,1,1325
GROOM,FEMALE,1,1078
GUIDE,ORDINARY,1,912
GUY,HORMONES,1,1052
HARBOR,SAILOR,1,912
HAT,KITTEN,1,2626
HEIGHTS,TIMID,1,2174
HER,CHASE,1,1282
HIGH,TRUCK,1,923
HOBO,PENNY,1,1567
HOLD,DROP,1,535
HOOK,DIAMOND,1,1342
HORROR,ARIGHT,1,981
HUNGRY,RIBS,1,958
INCOME,EMPLOYER,1,1092
