prime_word,target_word,TargetAccuracy,RTRecogniseTarget
HOBO,PENNY,1,1760
HOLD,DROP,1,1178
HOOK,DIAMOND,1,2377
HORROR,ARIGHT,1,6961
HUNGRY,RIBS,1,1779
INCOME,EMPLOYER,1,1997
INJECTION,ALLERGY,1,1787
INSTRUCT,BRITANNICA,1,3921
INSTRUMENT,CRUDE,1,1799
IVY,FACTS,1,2293
JOKER,COMMERCIAL,1,2610
JOURNAL,MEDIA,1,1238
JOURNEY,DISPERSE,1,2844
JOY,RODENT,1,2175
JUICE,BANANA,1,1351
LADDER,PREJUDICE,1,1492
LAUNDRY,WASH,1,1333
LESS,LOTS,1,2085
LESSON,ASSOCIATE,1,2669
LIBEL,GOVERNOR,1,2589
LUCK,CREW,1,1666
LUNCH,FRAGRANCE,1,2674
MACHINE,RELAX,1,2233
MAILBOX,BANK,1,2196
MALL,QUARTER,1,1903
MAYBE,SILVERWARE,1,1598
MEAL,CAFETERIA,1,1953
MEASURE,SINCE,1,2375
MEEK,VULNERABLE,1,1891
MILE,HALL,1,2079
MINTS,DELICIOUS,1,1689
MIX,RASPBERRY,1,2694
MORTGAGE,OWE,1,2443
MUSHROOM,PEAS,1,1998
MUSIC,KEYBOARD,1,1252
NINE,TELLER,1,2207
NOISY,DOZE,1,1679
NUT,HITCH,1,2812
CHILDREN,SHE,1,1753
OMELET,BREAD,1,2161
ONION,MASH,1,1843
OXYGEN,NITROGEN,1,1905
PAD,CANVASS,1,2742
PADDY,SLEIGH,1,3252
PAL,WOMAN,1,2115
PANCAKES,BUN,1,1076
PANE,CLINIC,1,2365
PARADE,CARNIVAL,1,1663
PARAGRAPH,NOTEBOOK,1,1699
PEBBLE,BOND,1,1057
PEPSI,PANTYHOSE,1,1695
PIGEON,BLUEJAY,1,1076
PLANT,MEADOW,1,1057
PLEDGE,CLOTHES,1,1333
POCKET,TONIC,0,1296
POLYESTER,BUREAU,1,2387
POP,DRIVER,1,1636
PORK,CLUMSY,1,1635
POT,BLOOM,1,1913
POUND,FILE,1,1676
PRESIDENT,INTEGRITY,1,1726
PRODUCE,ORCHARD,1,2081
PRODUCTION,RIDICULOUS,1,3443
PROSECUTE,LAWYER,1,1905
PROTEIN,PIECES,1,2911
PROVISION,STANDARDS,1,2882
PUFF,TIGER,1,1948
QUARREL,COPIER,1,1327
RECIPE,SAMPLE,1,1739
RECREATION,OUTDOORS,1,1759
REPRESS,AFTERNOON,1,2222
ROAD,CAB,1,1086
ROOT,SPATULA,1,1185
RYE,BUTTER,1,1823
SALES,ANTELOPE,1,4384
SCARED,DISGUST,1,1759
SCHEDULE,DIGIT,1,3309
SCRAMBLE,HORRIBLE,1,2075
SCRATCH,ARMOR,1,3152
SELLER,OWNER,1,1879
SENTRY,OVERVIEW,1,2153
SERPENT,SUEDE,1,3389
SEVERAL,THINGS,1,1045
SEX,GENDER,1,1180
SHATTER,IMPACT,1,2212
SHEEP,BUCK,1,2276
SHEETS,SACK,1,2918
SHOE,LAP,1,1657
SHOOTING,TRIGGER,1,2592
SICK,STEEL,1,1644
SIDEWALK,CORK,1,2127
QUIT,BLOSSOM,1,3409
SLAY,NUCLEAR,1,1855
SLEEPY,NEW,1,1857
SNEAKER,SURF,1,1134
SOAK,BAY,1,2413
SON,KIDS,1,1058
SPIN,SNACK,1,1895
SPLINTER,BOXING,1,2247
SPONGE,FINAL,1,2737
SPREE,SWEET,1,2177
START,BEGIN,1,1364
STINGY,ARGUE,1,2640
STOCKING,HEADBAND,1,2297
STREAM,OCEAN,1,1259
SURVEY,SEA,1,1611
TERROR,HINGE,1,2886
THERAPY,TYLENOL,1,3905
THERMOMETER,WARMTH,1,2122
THINK,NEWS,1,1633
THRIFT,UNION,1,2115
TICKLE,CRY,1,1458
TIDE,STEPS,1,2277
TINY,SUPER,1,1619
TOPIC,ISSUE,1,1741
TOWER,VERDICT,1,2494
TRAGEDY,REMORSE,1,2894
TRANSPORTAT,PLANE,1,1329
TREES,HEDGE,1,2117
TRICYCLE,PASS,1,1762
TUG,CHIPMUNK,1,1818
UNICORN,ELK,1,1576
UNUSED,ELIMINATION,1,1787
UPSET,APATHETIC,1,2671
VEER,INTERSTATE,1,3884
VEST,SHIRT,1,1463
VICTIM,ALUMINUM,1,3955
VIOLENCE,MAFIA,1,1263
VIRUS,BACTERIA,1,1375
PUSH,MASK,1,1933
VOICE,MARROW,1,2434
VOLCANO,OFTEN,1,2231
VOYAGE,GRATE,1,2646
WAGE,ABDUCT,1,2074
WARDROBE,SLEEVE,1,1711
WART,CONCENTRATE,1,3156
WATERFALL,RAPID,1,2245
WEAR,BUCKLE,1,1453
WEEK,WELCOME,1,2374
EVERYDAY,CEREMONY,1,1878
WHISPER,CRACKLE,1,2120
WINGS,HAWK,1,1451
WOODS,HONEY,1,1771
WRITER,YEARLY,1,2809
ABSURD,OUTRAGEOUS,1,1415
ADJECTIVE,REVIEW,1,1794
ADORE,LUST,1,1193
AGAIN,ENGAGE,1,1334
ALGEBRA,FORESIGHT,1,2075
ALTER,MAGNET,1,1150
AMBULANCE,FUSS,1,1353
ANCHOR,RELEASE,1,1878
ANSWER,PRECISE,1,1741
APARTMENT,MANSION,1,1346
APPEARANCE,NASTY,1,1416
APPENDAGE,INSTANT,1,1713
APPLIANCE,TEAPOT,1,1418
ARCHITECTUR,CREATIVE,1,1559
ARMY,COOKING,0,1293
ASHTRAY,SMOKING,1,1038
ASLEEP,DETERGENT,1,1466
ATTENDANCE,SMALL,1,975
AUDIENCE,PERFORMANCE,1,1377
AWFUL,PRESENCE,1,1639
FLUNK,TEST,1,547
BASSINET,DOCUMENT,1,922
BEACH,DEODORANT,1,1869
BEDROOM,MATTRESS,1,1173
BELONG,SIBLING,1,1158
CONFERENCE,SEAFOOD,1,1331
BOG,ARENA,1,1268
BROOM,SLIMY,1,1594
BULLET,CERAMICS,1,1662
BUNCH,BUGGY,1,1413
BURDEN,COMPLICATED,1,952
BUTLER,CAREER,1,1295
CHECKING,HIGHWAY,1,1577
CHILI,RAW,1,1366
CIRCLE,CONE,1,1471
TOOL,BUILDER,1,1740
COMFORT,TRANQUIL,1,1382
COMPASS,BIT,1,1936
COMPOUND,KID,1,1387
CONTENT,PROFESSION,1,1052
COVERED,SHIP,1,1713
CROCHET,BETTER,1,1973
CUBE,RECTANGLE,1,1897
CUSS,AGENT,1,1589
CYLINDER,FORCE,1,1938
DART,SLOW,1,1043
DASH,REST,1,1448
DECEPTION,BETRAY,1,1148
DECOMPOSE,DISSOLVE,1,1316
DEPRESSED,CLOWN,1,1346
DETECTIVE,TREASON,1,1290
DIGESTION,POPULAR,1,1378
DIRECTION,REFRAIN,1,1630
DISCUSSION,LIPS,1,995
DISPLAY,CREATE,1,1430
DOWNSTREAM,SNORKEL,1,948
DUE,LOTTERY,1,1135
DUNK,BRA,1,1074
DWARVES,HUGE,1,1095
EARNESTNESS,CELL,1,1232
EARRING,BRACELET,1,1350
EQUAL,ODD,1,1232
ERECT,SCALPEL,1,2484
EXHAUSTED,SCHEME,1,1600
EXPRESS,TRUTHFUL,1,1046
FACTOR,FIGURE,1,1060
FAITH,CHORUS,1,1060
FANCY,FRIENDLY,1,1671
FARMER,TULIP,1,1846
FAT,HEAVY,1,1266
FAULT,FELT,1,1598
FEED,FAMINE,1,1332
FIN,ZUCCHINI,1,1788
FIREMAN,LID,1,1055
FIST,HOSTILITY,1,2891
FLASK,CHAMPAGNE,1,1930
FOLD,BOOKBAG,1,1768
FOOLISH,STRIVE,1,1940
FORM,MESSAGE,1,1630
FRIENDLINES,FACE,1,1369
FRIGID,SPEAKER,1,1475
FRISK,THIEF,1,1910
GALAXY,SPACE,1,1444
GAMBLE,LOAF,1,1351
GHOUL,COMPASSION,1,1075
CONVENT,REPUBLICAN,1,2399
GOODS,PLAZA,1,929
GRAFT,WRITE,1,2855
GROOM,FEMALE,1,521
GUIDE,ORDINARY,1,1992
GUY,HORMONES,1,1333
HARBOR,SAILOR,1,1651
HAT,KITTEN,1,1335
HEIGHTS,TIMID,1,1400
HER,CHASE,1,1154
HIGH,TRUCK,1,914
HOBO,PENNY,1,1206
HOLD,DROP,1,1059
HOOK,DIAMOND,1,897
HORROR,ARIGHT,0,2452
HUNGRY,RIBS,1,1086
INCOME,EMPLOYER,1,1260
INJECTION,ALLERGY,1,1208
INSTRUCT,BRITANNICA,1,3118
INSTRUMENT,CRUDE,1,1332
IVY,FACTS,1,999
JOKER,COMMERCIAL,1,1101
JOURNAL,MEDIA,1,1228
JOURNEY,DISPERSE,1,1953
JOY,RODENT,1,1332
JUICE,BANANA,1,1449
LADDER,PREJUDICE,1,1280
LAUNDRY,WASH,1,998
LESS,LOTS,1,1815
LESSON,ASSOCIATE,1,2130
LIBEL,GOVERNOR,1,1795
LUCK,CREW,1,992
LUNCH,FRAGRANCE,1,1780
MACHINE,RELAX,1,1475
MAILBOX,BANK,1,1165
MALL,QUARTER,1,1656
MAYBE,SILVERWARE,1,1496
MEAL,CAFETERIA,1,1092
MEASURE,SINCE,1,2763
MEEK,VULNERABLE,0,1485
MILE,HALL,1,1931
MINTS,DELICIOUS,1,1486
MIX,RASPBERRY,1,994
MORTGAGE,OWE,1,2146
MUSHROOM,PEAS,1,1193
MUSIC,KEYBOARD,1,1187
NINE,TELLER,1,1211
NOISY,DOZE,1,1428
NUT,HITCH,1,1775
CHILDREN,SHE,1,1628
OMELET,BREAD,1,974
ONION,MASH,1,1335
OXYGEN,NITROGEN,1,1383
PAD,CANVASS,1,1813
PADDY,SLEIGH,1,1355
PAL,WOMAN,1,1562
PANCAKES,BUN,1,982
PANE,CLINIC,1,1910
PARADE,CARNIVAL,1,1148
PARAGRAPH,NOTEBOOK,1,1147
PEBBLE,BOND,1,2225
PEPSI,PANTYHOSE,1,1392
PIGEON,BLUEJAY,1,1224
PLANT,MEADOW,1,1058
PLEDGE,CLOTHES,1,1126
POCKET,TONIC,1,1859
POLYESTER,BUREAU,1,955
POP,DRIVER,1,1876
PORK,CLUMSY,1,1126
POT,BLOOM,1,543
POUND,FILE,1,1987
PRESIDENT,INTEGRITY,1,1815
PRODUCE,ORCHARD,1,1188
PRODUCTION,RIDICULOUS,1,1852
PROSECUTE,LAWYER,1,996
PROTEIN,PIECES,1,1348
PROVISION,STANDARDS,1,1496
PUFF,TIGER,1,1381
QUARREL,COPIER,1,2285
RECIPE,SAMPLE,1,1317
RECREATION,OUTDOORS,1,2145
REPRESS,AFTERNOON,1,1983
ROAD,CAB,1,949
ROOT,SPATULA,1,1162
RYE,BUTTER,1,1214
SALES,ANTELOPE,1,1590
SCARED,DISGUST,1,1386
SCHEDULE,DIGIT,1,2670
SCRAMBLE,HORRIBLE,1,1799
SCRATCH,ARMOR,1,1128
SELLER,OWNER,1,1468
SENTRY,OVERVIEW,1,1702
SERPENT,SUEDE,1,1798
SEVERAL,THINGS,1,1416
SEX,GENDER,1,1053
SHATTER,IMPACT,1,1148
SHEEP,BUCK,1,938
SHEETS,SACK,1,1361
SHOE,LAP,1,1317
SHOOTING,TRIGGER,1,1420
SICK,STEEL,1,1294
SIDEWALK,CORK,1,1707
QUIT,BLOSSOM,1,1609
SLAY,NUCLEAR,1,1301
SLEEPY,NEW,1,1398
SNEAKER,SURF,1,1756
SOAK,BAY,1,1425
SON,KIDS,1,947
SPIN,SNACK,1,1273
SPLINTER,BOXING,1,1074
SPONGE,FINAL,1,1552
SPREE,SWEET,1,1096
START,BEGIN,1,1211
STINGY,ARGUE,1,1721
STOCKING,HEADBAND,1,1686
STREAM,OCEAN,1,1124
SURVEY,SEA,1,999
TERROR,HINGE,1,1840
THERAPY,TYLENOL,1,1226
THERMOMETER,WARMTH,1,1358
THINK,NEWS,1,993
THRIFT,UNION,1,2294
TICKLE,CRY,1,949
TIDE,STEPS,1,1666
TINY,SUPER,1,1215
TOPIC,ISSUE,1,1276
TOWER,VERDICT,1,2186
TRAGEDY,REMORSE,1,1207
TRANSPORTAT,PLANE,1,1424
TREES,HEDGE,1,1326
TRICYCLE,PASS,1,1318
TUG,CHIPMUNK,1,1438
UNICORN,ELK,1,1328
UNUSED,ELIMINATION,1,1766
UPSET,APATHETIC,1,1448
VEER,INTERSTATE,1,2412
VEST,SHIRT,1,999
VICTIM,ALUMINUM,1,1073
VIOLENCE,MAFIA,1,1337
VIRUS,BACTERIA,1,1310
PUSH,MASK,1,1375
VOICE,MARROW,1,2485
VOLCANO,OFTEN,1,1445
VOYAGE,GRATE,1,2122
WAGE,ABDUCT,1,1448
WARDROBE,SLEEVE,1,1285
WART,CONCENTRATE,1,1482
WATERFALL,RAPID,1,1770
WEAR,BUCKLE,1,967
WEEK,WELCOME,1,2257
EVERYDAY,CEREMONY,1,1636
WHISPER,CRACKLE,1,1306
WINGS,HAWK,1,1208
WOODS,HONEY,1,1044
WRITER,YEARLY,1,1597
OUTRAGEOUS,ABSURD,1,1120
REVIEW,ADJECTIVE,1,1738
LUST,ADORE,1,1553
ENGAGE,AGAIN,1,1849
FORESIGHT,ALGEBRA,1,1968
MAGNET,ALTER,1,1893
FUSS,AMBULANCE,1,1663
RELEASE,ANCHOR,1,1472
PRECISE,ANSWER,1,1047
MANSION,APARTMENT,1,1279
NASTY,APPEARANCE,1,1567
INSTANT,APPENDAGE,1,1722
TEAPOT,APPLIANCE,1,1349
CREATIVE,ARCHITECTURE,1,1799
COOKING,ARMY,1,1378
SMOKING,ASHTRAY,1,1257
DETERGENT,ASLEEP,1,1478
SMALL,ATTENDANCE,1,1873
PERFORMANCE,AUDIENCE,1,1667
PRESENCE,AWFUL,1,1492
TEST,FLUNK,1,1240
DOCUMENT,BASSINET,1,3285
DEODORANT,BEACH,1,1409
MATTRESS,BEDROOM,1,1473
SIBLING,BELONG,1,1669
SEAFOOD,CONFERENCE,1,1776
ARENA,BOG,0,1277
SLIMY,BROOM,1,1460
CERAMICS,BULLET,1,1926
BUGGY,BUNCH,1,1439
COMPLICATED,BURDEN,1,1069
CAREER,BUTLER,1,2353
HIGHWAY,CHECKING,1,1944
RAW,CHILI,0,1830
CONE,CIRCLE,1,1797
BUILDER,TOOL,1,1596
TRANQUIL,COMFORT,1,1179
BIT,COMPASS,1,1774
KID,COMPOUND,1,2306
PROFESSION,CONTENT,1,2241
SHIP,COVERED,1,1895
BETTER,CROCHET,1,1645
RECTANGLE,CUBE,1,1034
AGENT,CUSS,1,1570
FORCE,CYLINDER,1,1789
SLOW,DART,1,1323
REST,DASH,1,1472
BETRAY,DECEPTION,1,1602
DISSOLVE,DECOMPOSE,1,2340
CLOWN,DEPRESSED,1,1656
TREASON,DETECTIVE,1,1934
POPULAR,DIGESTION,1,1771
REFRAIN,DIRECTION,1,1718
LIPS,DISCUSSION,1,1659
CREATE,DISPLAY,1,1079
SNORKEL,DOWNSTREAM,1,2239
LOTTERY,DUE,1,1869
BRA,DUNK,1,1767
HUGE,DWARVES,1,1998
CELL,EARNESTNESS,1,2719
BRACELET,EARRING,1,2212
ODD,EQUAL,1,1184
SCALPEL,ERECT,1,2257
SCHEME,EXHAUSTED,1,1424
TRUTHFUL,EXPRESS,1,1685
FIGURE,FACTOR,1,1765
CHORUS,FAITH,1,1791
FRIENDLY,FANCY,1,1042
TULIP,FARMER,1,1224
HEAVY,FAT,1,1480
FELT,FAULT,1,1289
FAMINE,FEED,1,1499
ZUCCHINI,FIN,1,2646
LID,FIREMAN,1,2196
HOSTILITY,FIST,1,1835
CHAMPAGNE,FLASK,1,1472
BOOKBAG,FOLD,1,1463
STRIVE,FOOLISH,1,1976
MESSAGE,FORM,1,1859
FACE,FRIENDLINESS,1,1963
SPEAKER,FRIGID,1,1898
THIEF,FRISK,1,1854
SPACE,GALAXY,1,2197
LOAF,GAMBLE,1,1735
COMPASSION,GHOUL,1,1925
SHE,CHILDREN,1,1078
PLAZA,GOODS,1,2291
WRITE,GRAFT,1,1794
FEMALE,GROOM,1,1643
ORDINARY,GUIDE,1,1487
HORMONES,GUY,1,1726
SAILOR,HARBOR,1,1248
KITTEN,HAT,1,1649
TIMID,HEIGHTS,1,1586
CHASE,HER,1,1411
TRUCK,HIGH,1,1412
PENNY,HOBO,1,1597
DROP,HOLD,1,1393
DIAMOND,HOOK,1,1378
ARIGHT,HORROR,1,1415
RIBS,HUNGRY,1,1897
EMPLOYER,INCOME,1,1652
ALLERGY,INJECTION,1,1793
BRITANNICA,INSTRUCT,1,2294
CRUDE,INSTRUMENT,1,2174
FACTS,IVY,1,1552
COMMERCIAL,JOKER,1,1072
MEDIA,JOURNAL,1,1486
DISPERSE,JOURNEY,1,1060
RODENT,JOY,1,1714
BANANA,JUICE,1,1460
PREJUDICE,LADDER,1,1918
WASH,LAUNDRY,1,1573
LOTS,LESS,1,1660
ASSOCIATE,LESSON,1,1330
GOVERNOR,LIBEL,1,1787
CREW,LUCK,1,1428
FRAGRANCE,LUNCH,1,1265
RELAX,MACHINE,1,1873
BANK,MAILBOX,1,1658
QUARTER,MALL,1,1957
SILVERWARE,MAYBE,1,2321
CAFETERIA,MEAL,1,1053
SINCE,MEASURE,1,1753
VULNERABLE,MEEK,1,1613
HALL,MILE,1,1682
DELICIOUS,MINTS,1,1925
RASPBERRY,MIX,1,1057
OWE,MORTGAGE,1,1598
PEAS,MUSHROOM,1,1040
KEYBOARD,MUSIC,1,1489
TELLER,NINE,1,1919
DOZE,NOISY,1,1620
HITCH,NUT,1,1707
BLOSSOM,QUIT,1,1823
BREAD,OMELET,1,1815
MASH,ONION,1,1571
NITROGEN,OXYGEN,1,1087
CANVASS,PAD,1,1763
SLEIGH,PADDY,1,1862
WOMAN,PAL,1,1071
BUN,PANCAKES,1,1760
CLINIC,PANE,1,1330
CARNIVAL,PARADE,1,1659
NOTEBOOK,PARAGRAPH,1,1834
BOND,PEBBLE,1,1562
PANTYHOSE,PEPSI,1,2494
BLUEJAY,PIGEON,1,1499
MEADOW,PLANT,1,1603
CLOTHES,PLEDGE,1,1796
TONIC,POCKET,1,1036
BUREAU,POLYESTER,1,1791
DRIVER,POP,1,1417
CLUMSY,PORK,1,1412
BLOOM,POT,1,1829
FILE,POUND,1,2791
INTEGRITY,PRESIDENT,1,1832
ORCHARD,PRODUCE,1,1565
RIDICULOUS,PRODUCTION,1,2297
LAWYER,PROSECUTE,1,1644
PIECES,PROTEIN,1,1778
STANDARDS,PROVISION,1,2337
TIGER,PUFF,1,1603
COPIER,QUARREL,1,1946
SAMPLE,RECIPE,1,1811
OUTDOORS,RECREATION,1,1698
AFTERNOON,REPRESS,1,1933
CAB,ROAD,1,1596
SPATULA,ROOT,1,1588
BUTTER,RYE,1,1465
ANTELOPE,SALES,1,1780
DISGUST,SCARED,1,1386
DIGIT,SCHEDULE,1,1307
HORRIBLE,SCRAMBLE,1,2322
ARMOR,SCRATCH,1,1630
OWNER,SELLER,1,1558
OVERVIEW,SENTRY,1,1925
SUEDE,SERPENT,1,1884
THINGS,SEVERAL,1,1909
GENDER,SEX,1,1477
IMPACT,SHATTER,1,1493
BUCK,SHEEP,1,1628
SACK,SHEETS,1,1600
LAP,SHOE,1,1909
TRIGGER,SHOOTING,1,1760
STEEL,SICK,1,1945
CORK,SIDEWALK,1,1661
MASK,PUSH,1,1329
NUCLEAR,SLAY,1,2140
NEW,SLEEPY,1,1797
SURF,SNEAKER,1,1494
BAY,SOAK,1,1839
KIDS,SON,1,1144
SNACK,SPIN,1,1560
BOXING,SPLINTER,1,1744
FINAL,SPONGE,1,1932
SWEET,SPREE,1,1849
BEGIN,START,1,1762
ARGUE,STINGY,1,1779
HEADBAND,STOCKING,1,1844
OCEAN,STREAM,1,1195
SEA,SURVEY,1,1058
HINGE,TERROR,1,1750
TYLENOL,THERAPY,1,1607
WARMTH,THERMOMETER,1,1769
NEWS,THINK,1,1558
UNION,THRIFT,1,1560
CRY,TICKLE,1,1770
STEPS,TIDE,1,1476
SUPER,TINY,1,1493
ISSUE,TOPIC,1,1570
VERDICT,TOWER,1,2288
REMORSE,TRAGEDY,1,1460
PLANE,TRANSPORTATION,1,1559
HEDGE,TREES,1,1804
PASS,TRICYCLE,0,1830
CHIPMUNK,TUG,1,1990
ELK,UNICORN,1,1778
ELIMINATION,UNUSED,1,1845
APATHETIC,UPSET,1,1381
INTERSTATE,VEER,1,1486
SHIRT,VEST,1,1325
ALUMINUM,VICTIM,1,1923
MAFIA,VIOLENCE,1,1824
BACTERIA,VIRUS,1,1054
REPUBLICAN,CONVENT,1,3763
MARROW,VOICE,1,1890
OFTEN,VOLCANO,1,1586
GRATE,VOYAGE,1,1714
ABDUCT,WAGE,1,1986
SLEEVE,WARDROBE,1,1081
CONCENTRATE,WART,1,1715
RAPID,WATERFALL,1,2105
BUCKLE,WEAR,1,2439
WELCOME,WEEK,1,1058
CEREMONY,EVERYDAY,1,1325
CRACKLE,WHISPER,1,1081
HAWK,WINGS,1,1051
HONEY,WOODS,1,1571
YEARLY,WRITER,1,1606
ABSURD,OUTRAGEOUS,1,542
ADJECTIVE,REVIEW,1,1835
ADORE,LUST,1,1295
AGAIN,ENGAGE,1,1610
ALGEBRA,FORESIGHT,1,1101
ALTER,MAGNET,1,1488
AMBULANCE,FUSS,1,3219
ANCHOR,RELEASE,1,1050
ANSWER,PRECISE,1,1406
APARTMENT,MANSION,1,1081
APPEARANCE,NASTY,1,539
APPENDAGE,INSTANT,1,1149
APPLIANCE,TEAPOT,1,1099
ARCHITECTUR,CREATIVE,1,1604
ARMY,COOKING,0,1211
ASHTRAY,SMOKING,1,1140
ASLEEP,DETERGENT,1,1214
ATTENDANCE,SMALL,1,1401
AUDIENCE,PERFORMANCE,1,2410
AWFUL,PRESENCE,1,1711
FLUNK,TEST,1,1690
BASSINET,DOCUMENT,1,1278
BEACH,DEODORANT,1,1554
BEDROOM,MATTRESS,1,982
BELONG,SIBLING,0,2444
CONFERENCE,SEAFOOD,1,1312
BOG,ARENA,1,1826
BROOM,SLIMY,1,1850
BULLET,CERAMICS,1,2294
BUNCH,BUGGY,1,1595
BURDEN,COMPLICATED,1,2147
BUTLER,CAREER,1,1136
CHECKING,HIGHWAY,1,1098
CHILI,RAW,1,1074
CIRCLE,CONE,1,2089
TOOL,BUILDER,1,1059
COMFORT,TRANQUIL,1,1165
COMPASS,BIT,1,1670
COMPOUND,KID,1,2181
CONTENT,PROFESSION,1,1844
COVERED,SHIP,1,1124
CROCHET,BETTER,1,2449
CUBE,RECTANGLE,1,1037
CUSS,AGENT,1,1081
CYLINDER,FORCE,1,1098
DART,SLOW,1,1182
DASH,REST,1,1594
DECEPTION,BETRAY,1,1159
DECOMPOSE,DISSOLVE,1,1078
DEPRESSED,CLOWN,1,531
DETECTIVE,TREASON,1,1307
DIGESTION,POPULAR,1,2123
DIRECTION,REFRAIN,1,1557
DISCUSSION,LIPS,1,1219
DISPLAY,CREATE,1,1064
DOWNSTREAM,SNORKEL,1,1332
DUE,LOTTERY,1,1138
DUNK,BRA,1,2886
DWARVES,HUGE,1,2934
EARNESTNESS,CELL,1,1954
EARRING,BRACELET,1,1774
EQUAL,ODD,1,2235
ERECT,SCALPEL,0,1158
EXHAUSTED,SCHEME,1,1047
EXPRESS,TRUTHFUL,1,1167
FACTOR,FIGURE,1,1265
FAITH,CHORUS,1,1046
FANCY,FRIENDLY,1,1142
FARMER,TULIP,1,1061
FAT,HEAVY,1,1102
FAULT,FELT,1,2252
FEED,FAMINE,1,1174
FIN,ZUCCHINI,1,1833
FIREMAN,LID,1,1326
FIST,HOSTILITY,0,1362
FLASK,CHAMPAGNE,1,529
FOLD,BOOKBAG,1,1841
FOOLISH,STRIVE,1,2449
FORM,MESSAGE,1,1038
FRIENDLINES,FACE,1,1061
FRIGID,SPEAKER,1,1053
FRISK,THIEF,1,2881
GALAXY,SPACE,1,1185
GAMBLE,LOAF,1,546
GHOUL,COMPASSION,1,1396
CONVENT,REPUBLICAN,1,1563
GOODS,PLAZA,1,1943
GRAFT,WRITE,1,2087
GROOM,FEMALE,1,1615
GUIDE,ORDINARY,1,1205
GUY,HORMONES,1,1337
HARBOR,SAILOR,1,1175
HAT,KITTEN,1,522
HEIGHTS,TIMID,0,2489
HER,CHASE,1,1776
HIGH,TRUCK,1,1076
HOBO,PENNY,1,536
HOLD,DROP,1,1556
HOOK,DIAMOND,1,992
HORROR,ARIGHT,0,1553
HUNGRY,RIBS,1,1711
INCOME,EMPLOYER,1,1200
INJECTION,ALLERGY,1,1118
INSTRUCT,BRITANNICA,1,2629
INSTRUMENT,CRUDE,1,1259
IVY,FACTS,1,995
JOKER,COMMERCIAL,1,1128
JOURNAL,MEDIA,1,1064
JOURNEY,DISPERSE,1,2076
JOY,RODENT,1,1216
JUICE,BANANA,1,1554
LADDER,PREJUDICE,1,2973
LAUNDRY,WASH,1,1135
LESS,LOTS,1,1723
LESSON,ASSOCIATE,1,1925
LIBEL,GOVERNOR,1,1770
LUCK,CREW,0,1295
LUNCH,FRAGRANCE,1,1748
MACHINE,RELAX,1,2895
MAILBOX,BANK,1,1895
MALL,QUARTER,1,1890
MAYBE,SILVERWARE,1,1415
MEAL,CAFETERIA,1,1053
MEASURE,SINCE,1,2711
MEEK,VULNERABLE,1,1233
MILE,HALL,1,1441
MINTS,DELICIOUS,1,1128
MIX,RASPBERRY,1,537
MORTGAGE,OWE,1,2234
MUSHROOM,PEAS,1,543
MUSIC,KEYBOARD,1,525
NINE,TELLER,1,1619
NOISY,DOZE,1,1049
NUT,HITCH,1,1933
CHILDREN,SHE,1,1996
OMELET,BREAD,1,547
ONION,MASH,1,1921
OXYGEN,NITROGEN,1,1599
PAD,CANVASS,1,1071
PADDY,SLEIGH,1,1601
PAL,WOMAN,1,975
PANCAKES,BUN,1,2223
PANE,CLINIC,1,1570
PARADE,CARNIVAL,1,1107
PARAGRAPH,NOTEBOOK,1,1996
PEBBLE,BOND,1,1459
PEPSI,PANTYHOSE,1,1911
PIGEON,BLUEJAY,1,1308
PLANT,MEADOW,1,1104
PLEDGE,CLOTHES,1,535
POCKET,TONIC,1,1348
POLYESTER,BUREAU,1,1239
POP,DRIVER,1,1104
PORK,CLUMSY,1,1111
POT,BLOOM,1,1098
POUND,FILE,1,1207
PRESIDENT,INTEGRITY,1,1679
PRODUCE,ORCHARD,1,1426
PRODUCTION,RIDICULOUS,1,1696
PROSECUTE,LAWYER,1,1065
PROTEIN,PIECES,1,1055
PROVISION,STANDARDS,1,967
PUFF,TIGER,1,2136
QUARREL,COPIER,1,2190
RECIPE,SAMPLE,1,1737
RECREATION,OUTDOORS,1,1447
REPRESS,AFTERNOON,1,2986
ROAD,CAB,1,1123
ROOT,SPATULA,1,1057
RYE,BUTTER,1,1559
SALES,ANTELOPE,1,2174
SCARED,DISGUST,1,992
SCHEDULE,DIGIT,1,1929
SCRAMBLE,HORRIBLE,1,1154
SCRATCH,ARMOR,1,1451
SELLER,OWNER,1,1265
SENTRY,OVERVIEW,1,1855
SERPENT,SUEDE,1,1753
SEVERAL,THINGS,1,1173
SEX,GENDER,1,1077
SHATTER,IMPACT,1,2109
SHEEP,BUCK,1,1391
SHEETS,SACK,0,1100
SHOE,LAP,1,979
SHOOTING,TRIGGER,1,2286
SICK,STEEL,1,1137
SIDEWALK,CORK,1,2860
QUIT,BLOSSOM,1,2298
SLAY,NUCLEAR,1,1052
SLEEPY,NEW,1,1677
SNEAKER,SURF,1,2104
SOAK,BAY,1,1408
SON,KIDS,1,1339
SPIN,SNACK,1,1168
SPLINTER,BOXING,1,2131
SPONGE,FINAL,1,1052
SPREE,SWEET,1,533
START,BEGIN,1,933
STINGY,ARGUE,1,1826
STOCKING,HEADBAND,1,1367
STREAM,OCEAN,1,1184
SURVEY,SEA,1,1240
TERROR,HINGE,1,2157
THERAPY,TYLENOL,1,2740
THERMOMETER,WARMTH,1,1599
